interviewernumber	questionnairecode	Age	gender	race	howlong	own_rent	adults	adultsemployed	householdincome	personalincome	originalstratum	howclosepicture	howclosewords	inf_stlmnt_accuracy	residence_accuracy	crowflies_address_indicatedinfstlmnt	crowflies_indicatedaddress_indicatedinfstlmnt	crowflies_address_infstlmnt	crowflies_indicatedaddress_infstlmnt	byroad_address_indicatedinfstlmnt	byroad_indicatedaddress_indicatedinfstlmnt	byroad_address_infstlmnt	byroad_indicatedaddress_infstlmnt	hve_fence	hve_razorwire	hve_electricfence	hve_burglarbars	hve_dogs	hve_alarm	hve_armedrespnse	hve_camera	other	want_fence	want_razorwire	want_electricfence	want_burglarbars	want_dogs	want_alarm	want_armedrespnse	want_camera	other_A	cnt_avd1	cnt_avd2	cnt_avd3	cnt_avd4	SJ1	SJ2	SJ3	SJ4	Thrt_Phy1	Thrt_Phy2	Thrt_Phy3	Thrt_Rce1	Thrt_Rce2	Thrt_Rce3	Thrt_Rce4	Thrt_Sym1	Thrt_Sym2	Thrt_Sym3	Thrt_Sym4	Thrt_Sym5	Idnt_In1	Idnt_In2	Idnt_In3	Idnt_Nd1	Idnt_Nd2	Idnt_Nd3	Att_IS1	Att_IS2	Att_IS3	Att_IS4	Att_IS5	Att_B1	Att_B2	Att_B3	Att_B4	Att_B5	PA1	PA2	PA3	PA4	Cnt_IS_see	Cnt_IS_hear	Cnt_IS_smell	Cnt_qnt_B	Cnt_qnt_IS	Cnt_pos_B	Cnt_neg_B	Cnt_pos_IS1	Cnt_Qul_IS1	Cnt_Qul_IS2	Cnt_Qul_IS3	Cnt_neg_IS1	Cnt_neg_IS2	Cnt_neg_IS3	Cnt_Ex_B1	Cnt_Ex_B2	Cnt_Ex_IS1	Cnt_Ex_IS2	PD_I_D	PD_N_D	PD_B_D	PD_Is_D	PD_I_F	PD_N_F	PD_B_F	PD_Is_F	Emot_Is_D1	Emot_Is_D2	Emot_Is_D3	Emot_Is_G1	Emot_Is_G2	Emot_Is_G3	Emot_Is_G4	Emot_Is_G5	Emot_Is_G6	Emot_Is_G7	Emot_Is_G8	CA_Is1	CA_Is2	CA_B1	CA_B2	Solidar1	Solidar2	Empath1	Empath2	Empath3	Empath4	Empth_P1	Empth_P2	Empth_P3	Domestic	Domes_PtFt	Dom_Is	Dom_Att1	Dom_Att2	Gardner	Gardn_PtFt	Gardn_Is	Gardn_Att1	Gardn_Att2	cnt_avd	SysJus	Thrt_Phy	Thrt_Rce	Thrt_Sym	Idnt_In	Idnt_Nd	Prej_IS	Prej_B	PolAtt	Cnt_Qul_IS	Cnt_neg_IS	PDisc_I	PDisc_Is	Emot_Is_D	Emot_Is_G	Emot_IS_G_Angry	Emot_IS_G_Repuls	ColAct_Is	ColAct_B	Solidar	Empath	Dom_Relat	Gardn_Relat	Cnt_IS_Visceral	CNT_Physical	CNT_Qaulity	CNT_Quantity	CNT_Extended	Distance.SelfReport	group_meansplit_crwofliesdistance
10	J84	19	1	2	25	0	3	2	17	1	2	2	0	0	0	210.8	210.8	210.8	210.8	221.47	221.47	221.47	221.47	1	0	0	1	1	1	0	1	 	0	0	0	0	0	0	0	0	 	0	2	1	2	3	1	1	2	3	3	3	2	2	1	2	3	1	2	2	3	4	4	3	4	3	3	3	3	5	5	2	2	2	3	3	1	3	3	3	3	1	0	0	4	2	3	2	2	1	3	2	2	2	1	 	3	 	2	2	1	3	3	2	3	2	3	2	1	0	2	2	3	2	1	1	2	1	3	3	1	1	2	2	3	3	3	3	1	1	3	0	0	1	9	9	0	1	0	8	8	1.25	1.33333333333333	3	1.75	2.2	3.66666666666667	3.33333333333333	3.6	2.2	3	2	1.66666666666667	2	3	1	1.75	-.663739798871322	-.714024989241075	3	1	2	3	9	8	1	-.391003385790418	.109254697745598	.331282843400972	.618818634252442	1	1
10	J66	64	1	2	35	0	1	0	5	5	3	8	3	1	0	930	930	764.67	764.67	1588.2	1768.65	1291.34	1474.05	1	0	0	1	0	0	0	0	 	0	0	0	0	1	1	1	0	 	0	0	0	0	1	3	3	 	4	4	4	4	4	3	3	3	3	3	2	4	4	4	4	4	4	4	9	9	9	9	9	2	2	2	2	2	4	4	4	4	0	0	0	2	2	3	2	2	2	2	 	 	 	 	 	4	 	 	4	4	1	2	3	2	3	3	 	 	 	4	4	4	4	4	4	4	4	1	3	2	2	1	1	2	2	2	2	1	1	3	1	 	 	 	 	1	 	 	 	 	0	2	4	3.5	3	4	4	9	2	4	1.33333333333333	 	3.5	2.5	 	4	.459640194724626	1.03215258825581	2	2	1	2	 	 	0	 	 	 	 	7	2
10	J65	52	0	2	32	0	4	2	13	 	2	8	1	0	0	334.8	334.8	334.8	334.8	350.13	350.13	350.13	350.13	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	1	3	1	1	1	1	1	1	1	1	1	3	2	3	3	4	4	3	4	4	4	2	2	2	2	2	1	1	1	1	1	1	3	2	2	1	1	0	3	3	3	1	3	3	3	 	1	1	1	 	4	 	3	2	0	0	1	2	2	2	2	 	 	 	0	0	0	0	0	0	0	0	3	3	 	 	3	3	3	3	3	3	4	3	3	0	1	0	9	9	1	 	 	 	 	0	1.66666666666667	1	1	2.4	3.66666666666667	4	2	1	2	2	1	2	1.5	 	0	-3.0654419786883	-.638714731103601	3	 	3	3	9	 	2	.210954137017786	.647763892626134	.319339076091254	1.43180941909954	5	2
10	J85	41	1	2	25	0	4	1	8	 	2	7	1	1	1	368.48	272.8	368.48	272.8	456.05	301.54	378.18	402.86	1	0	0	0	0	0	0	0	 	0	0	0	0	1	1	1	0	 	1	2	3	3	3	1	1	3	4	4	4	3	3	3	3	4	4	4	3	4	4	4	4	4	4	4	6	6	5	7	7	5	5	5	5	5	3	4	4	4	1	1	0	3	3	1	3	3	3	2	2	3	3	4	 	4	 	1	2	3	2	3	4	1	4	3	 	 	 	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	 	 	 	 	1	 	 	 	 	2.25	1.66666666666667	4	3	3.8	4	4	6.2	5	3.75	2.33333333333333	3.33333333333333	3	3	 	3	-.421630348628606	.614435758415956	3	3	3	3	 	 	2	.189069751947771	-.969117168858906	.671939530417599	.654991490870324	4.5	2
10	J47	55	0	2	36	0	4	1	16	 	2	1	0	0	1	178.38	414.4	178.38	414.4	300.55	681.06	300.55	681.06	1	1	1	1	1	1	1	1	 	0	0	0	0	0	0	0	0	 	0	3	2	4	0	0	3	3	4	4	4	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	 	5	 	0	0	5	5	5	5	5	4	4	4	4	1	1	1	3	3	2	3	2	1	1	0	2	2	2	 	0	 	0	4	4	0	0	4	1	4	0	0	0	0	4	4	4	4	4	2	2	2	0	0	0	2	2	4	3	2	2	2	2	2	2	 	0	0	9	9	 	 	 	 	 	2.25	2	4	4	3.6	4	4	1	5	4	.666666666666667	2	4	0	0	3.25	1.26523192369443	-.653036344266103	0	1	3	2.25	9	 	3	-.787781756645859	-.738686033203366	.579644786913676	-1.58627342436638	.5	1
10	J73	72	1	2	5	0	1	 	 	 	2	6	0	0	0	55.8	55.8	55.8	55.8	106.21	106.21	106.21	106.21	1	0	0	1	0	0	0	0	 	0	0	0	0	1	1	1	0	 	1	1	3	2	4	1	1	2	4	4	4	4	4	4	4	4	2	3	3	4	4	4	4	1	2	2	8	8	8	9	9	5	5	5	5	5	2	4	4	4	1	1	0	3	3	2	3	1	 	 	 	 	 	 	 	 	 	 	 	3	1	1	3	2	 	 	 	 	 	4	4	4	4	 	 	 	 	2	3	2	2	1	1	2	2	2	2	3	3	3	1	 	 	 	 	1	 	 	 	 	1.75	1.33333333333333	4	4	3.2	4	1.66666666666667	8.4	5	3.5	 	 	1.5	.5	 	2	 	 	2.5	2	1	2	 	 	2	 	 	 	 	3	1
9	I15	28	1	2	7	0	4	2	 	 	3	8	3	0	0	775	775	775	775	1020.31	1020.31	1020.31	1020.31	1	0	0	1	0	1	1	1	 	0	0	0	0	0	0	0	0	 	1	2	4	3	3	1	1	2	4	4	4	4	4	4	2	4	2	3	3	4	3	4	3	3	3	3	3	 	 	 	 	 	 	 	4	 	3	3	3	4	0	1	0	3	2	2	3	2	1	1	1	2	2	2	 	3	 	2	2	2	2	3	2	2	2	2	1	 	 	3	 	 	 	 	 	 	 	4	4	4	4	4	4	4	2	2	2	4	3	4	0	1	1	9	9	1	 	 	 	 	2.5	1.33333333333333	4	3.5	3.2	3.33333333333333	3	.6	.8	3.25	1	2	2	2.5	.333333333333333	.375	 	 	4	4	4	2.5	9	 	1	1.8608004627352	-1.22867788107403	.377587455603761	.832321666394238	7	2
9	I48	63	1	2	1	0	3	1	5	5	2	 	2	0	1	136.88	217	136.88	217	244.15	381.52	244.15	381.52	0	0	0	0	1	0	0	0	 	1	1	1	1	0	1	1	1	 	4	0	0	3	4	0	1	2	3	3	3	3	4	3	2	2	1	3	2	2	4	4	3	3	2	2	5	5	5	5	5	5	5	5	5	5	2	2	2	2	0	1	1	3	3	2	2	2	2	2	2	2	2	2	 	3	 	1	3	2	2	2	3	3	2	2	2	 	 	 	 	4	 	 	 	 	 	2	1	1	1	2	2	2	2	2	2	2	2	2	1	 	 	 	 	 	 	 	 	 	1.75	1	3	3	2	3.66666666666667	2.33333333333333	5	5	2	2	2	3	2	.666666666666667	.5	 	 	1.5	1	2	2	 	 	2	 	 	 	 	2	1
4	D13	29	1	2	4	0	3	2	 	 	3	8	3	1	1	1072.38	967.2	786.35	984.17	2048.64	2048.64	1273.99	1273.99	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	1	1	1	2	2	2	1	3	1	1	1	1	3	3	3	4	4	4	4	4	4	6	6	4	8	3	5	5	3	3	0	3	1	3	3	0	0	0	2	1	3	1	1	3	3	3	1	1	1	 	3	 	0	3	2	1	2	3	1	3	3	1	1	1	3	3	3	1	1	1	0	0	3	3	1	1	3	3	1	1	1	1	1	1	1	0	1	1	9	9	1	 	 	 	 	0	1	2	1.5	2.2	4	4	5.4	3.2	2.5	3	1	3	2.5	1	1.5	.163390185421012	-1.78677131094297	3	1	3	1	9	 	0	1.98983745100145	.23421600318263	-1.24802206381552	.0334746700785169	7	2
3	C73	71	1	2	33	0	3	1	 	 	2	1	0	0	1	64.29	105.4	64.29	105.4	111.14	186.29	111.14	186.29	1	0	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	2	2	2	3	3	1	1	1	4	4	4	3	3	4	4	3	3	3	3	4	4	4	4	4	4	4	5	4	3	8	0	4	1	0	8	0	4	4	3	3	1	1	1	2	2	1	1	1	2	3	3	2	2	4	 	3	 	0	2	3	1	1	3	1	3	3	3	1	1	4	4	4	2	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	1	3	1	 	 	 	 	0	1	1	9	9	2.25	1	4	3.5	3.2	4	4	4	2.6	3.5	2.66666666666667	2.66666666666667	2.5	2	1.66666666666667	3.25	.346786602983819	.22013341394965	2	3	3	3	 	9	3	-1.32892493768752	-.638359939801173	-1.5286143326538	.169238120262018	.5	1
3	C23	36	1	2	10	0	2	1	 	 	2	8	3	0	1	224.35	409.2	224.35	409.2	341.25	587.63	341.25	587.63	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	1	0	 	0	0	0	0	3	3	3	3	3	3	3	1	1	1	3	1	1	3	3	3	3	3	3	1	1	3	6	6	7	9	3	4	4	3	6	0	3	3	3	3	0	0	0	1	1	1	2	1	2	2	2	2	2	1	 	1	 	0	3	3	2	2	3	1	3	1	0	0	0	2	2	2	2	2	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	 	 	 	 	1	 	 	 	 	0	3	3	1.5	2.2	3	1.66666666666667	6.2	3.4	3	2	1.66666666666667	3	1.5	0	1.625	-.900105027496935	-.645875537684852	1	1	3	1	 	 	0	.668540960606925	-.656984158731804	-1.94867164981273	-1.10705697604894	7	1
3	C61	40	1	2	3	0	3	2	14	13	2	2	0	0	1	72.43	124	72.43	124	65.5	156.72	65.5	156.72	1	0	0	1	1	1	1	0	 	0	0	1	0	0	0	0	1	Robaguard	0	3	3	3	4	0	1	2	4	4	4	3	3	3	2	3	3	3	1	3	4	4	3	3	1	2	4	4	2	5	2	2	2	2	5	2	3	4	3	4	1	1	0	4	3	4	1	3	3	3	3	2	3	2	10	4	 	2	4	3	1	3	4	1	4	3	3	2	3	4	4	4	4	4	4	4	4	4	4	1	1	3	4	3	3	3	1	0	0	0	1	 	 	 	 	1	 	 	 	 	2.25	1	4	2.75	2.6	3.66666666666667	2	3.4	2.6	3.5	3	2.33333333333333	4	3	2.66666666666667	4	.459640194724626	1.03215258825581	4	1	3.5	2.5	 	 	2	-.939037428560865	1.17497355457673	.976839367582792	.734600117127792	1	1
3	C63	42	0	2	12	0	2	2	16	 	3	8	3	1	0	868	868	537.96	537.96	950.24	950.24	541.09	541.09	1	0	0	1	0	1	1	1	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	1	3	4	3	2	2	4	4	2	3	2	3	3	3	4	4	4	3	4	4	2	7	7	6	9	4	4	4	4	6	2	4	4	3	0	0	0	0	4	2	4	2	2	2	2	2	1	1	2	 	4	 	1	3	3	1	2	3	0	2	2	0	0	0	3	3	4	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	2	2	1	 	 	 	 	1	 	 	 	 	0	2.66666666666667	2.33333333333333	3.25	3	3.66666666666667	3.33333333333333	6.6	4	2.75	2	1.33333333333333	3	2	0	2	.518114699120585	-1.50384478204366	.5	1.5	2	2	 	 	0	1.44482040109129	.501890986813205	.813296320794492	.285110437009374	7	2
3	C70	49	0	2	3	1	3	3	 	 	3	6	2	1	1	946.08	843.2	894.71	878.19	1729.8	1125.15	1428.13	1231.92	1	0	0	1	0	0	0	0	 	0	0	1	0	0	0	0	0	 	0	0	3	3	3	1	1	1	3	3	3	4	4	3	3	3	3	3	3	3	4	4	4	4	4	4	8	8	8	9	8	9	9	9	9	9	4	3	4	4	1	0	0	4	4	1	3	0	1	2	1	3	3	4	 	1	 	0	4	4	0	0	4	1	3	3	2	2	3	4	4	4	4	4	4	4	4	3	3	1	1	1	1	3	3	3	2	3	3	3	0	1	1	9	9	 	 	 	 	 	1.5	1	3	3.5	3	4	4	8.2	9	3.75	1.33333333333333	3.33333333333333	4	1.5	2.33333333333333	4	.459640194724626	1.03215258825581	3	1	1	2.75	9	 	1	1.98185919039967	-2.3734668800825	1.1538613916616	-.362451451078988	5	2
3	C84	42	1	2	20	 	4	0	16	16	2	2	1	0	1	177.11	192.2	177.11	192.2	271.42	408.03	271.42	408.03	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	1	1	 	0	3	3	3	2	1	1	1	3	1	1	4	4	4	4	3	3	3	1	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	3	4	4	0	0	0	2	2	3	2	2	1	2	1	2	2	2	2	1	 	0	4	4	0	1	4	1	4	3	4	4	4	4	2	4	2	1	1	1	1	0	0	0	0	2	3	4	3	2	1	1	1	2	1	 	 	 	 	1	 	 	 	 	2.25	1	1.66666666666667	4	2.6	4	4	5	5	3.5	1.33333333333333	2	4	2	4	2	.495341214156439	-1.48973655250421	0	0	2.5	2.5	 	 	0	-.191000909175185	.134710403271105	-.349589057265065	-1.54020945467775	2	1
3	C78	37	1	2	37	0	4	3	 	 	2	1	0	0	1	56.04	0	56.04	0	64.35	0	64.35	0	0	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	0	0	0	5	0	0	0	0	5	0	3	3	3	3	1	1	1	4	4	1	0	1	3	3	3	2	1	0	 	3	 	2	1	3	4	3	3	1	1	2	 	 	 	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	1	1	3	1	 	 	 	 	1	 	 	 	 	0	1	3	3	3	4	4	1	1	3	3	1	2	2.5	 	4	.459640194724626	1.03215258825581	3	3	3	3	 	 	3	-1.24793158765306	.0632492964561146	-.337855667788169	1.27154918865001	.5	1
3	C56	31	1	2	8	0	4	1	 	 	3	6	2	1	0	 	 	595.2	595.2	 	 	711.21	711.21	0	0	0	1	1	0	0	0	 	1	0	0	0	0	1	1	0	 	1	2	2	2	3	3	3	3	2	2	2	2	3	1	1	1	1	2	2	3	3	3	3	2	2	3	5	3	3	7	1	4	4	2	7	1	3	3	1	3	1	0	0	2	2	2	1	2	2	2	2	1	1	2	 	2	 	1	2	2	2	2	3	2	3	3	2	2	2	3	3	3	1	1	1	0	0	3	3	1	1	3	3	1	1	1	1	1	1	1	1	 	 	 	 	0	1	1	9	9	1.75	3	2	1.75	1.8	3	2.33333333333333	3.8	3.6	2.5	2	1.33333333333333	2.5	2.5	2	1.5	.163390185421012	-1.78677131094297	3	1	3	1	 	9	1	.853605131754506	-.00851420332107761	-.796699920529404	-.0930072597059371	5	2
3	C85	36	1	2	8	0	3	2	 	 	2	3	1	0	1	152.44	124	152.44	124	275.77	310.14	275.77	310.14	1	0	0	1	1	0	0	0	 	0	0	0	0	0	1	0	0	 	0	0	4	4	3	1	1	1	3	4	4	1	3	3	3	3	4	3	3	3	4	4	3	3	3	3	4	5	1	8	1	1	0	0	3	0	3	3	3	3	1	1	1	2	2	1	1	1	2	3	3	3	3	3	 	3	 	1	3	3	1	2	3	1	3	2	2	2	1	4	4	4	4	1	3	1	0	3	3	3	3	3	3	3	3	3	3	3	3	3	 	 	 	 	 	0	1	0	9	9	2	1	3.66666666666667	2.5	3.2	3.66666666666667	3	3.8	.8	3	2.66666666666667	3	3	2	1.66666666666667	2.625	1.59018925909794	-1.7463752017634	3	3	3	3	 	9	3	-.75913128854157	-.853119335089019	-1.40919624640712	.666642355531265	2.5	1
3	C28	36	1	2	8	0	2	0	 	 	3	 	3	0	1	781.68	930	781.68	930	1129.56	1602.68	1129.56	1602.68	0	0	0	0	1	0	0	0	 	1	1	1	1	0	1	1	1	 	2	2	4	4	3	0	0	3	4	4	4	1	1	1	1	4	1	1	1	1	4	4	4	4	4	4	5	5	5	5	5	5	5	0	0	0	3	0	4	0	0	0	0	3	1	4	0	0	1	4	4	0	0	3	25	4	10	2	2	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	1	3	3	3	3	3	1	3	1	0	1	0	9	9	0	1	0	9	9	3	1	4	1	1.6	4	4	5	2	1.75	3	1	1.5	1.5	0	0	-3.0654419786883	-.638714731103601	3	3	2	3	9	9	0	 	 	 	 	3	2
3	C79	54	1	2	20	0	1	0	 	 	3	8	3	1	0	613.8	613.8	372.05	372.05	804.05	804.05	376.6	376.6	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	0	0	 	0	0	0	0	3	1	1	1	1	1	1	3	3	3	1	1	1	3	1	3	4	4	4	4	4	4	4	4	2	5	1	2	3	1	5	0	2	3	3	3	0	0	0	1	1	1	1	1	3	3	3	1	1	1	 	1	 	0	3	3	2	3	3	1	3	3	1	1	1	1	1	2	2	1	1	1	1	3	3	3	3	3	3	1	1	1	1	0	1	1	1	 	 	 	 	1	 	 	 	 	0	1	1	2.5	1.8	4	4	3.2	2.2	2.75	3	1	3	3	1	1.25	-1.53063112880693	-.531899121672838	3	3	3	1	 	 	0	.763038664236627	-.00478501589966779	-2.32257775150141	-.943918183629381	7	2
3	C26	49	0	2	3	0	5	2	12	 	3	8	2	1	1	1864.29	1754.6	263.39	480.13	2343.19	2436.62	559.53	413.63	1	1	0	1	1	1	0	0	 	0	0	1	0	0	0	0	1	 	0	0	0	0	4	0	1	2	3	2	2	2	3	3	3	3	3	3	1	2	4	4	3	3	3	3	1	1	1	1	1	1	1	1	1	1	3	3	1	0	0	0	0	3	1	3	1	1	3	2	2	1	1	1	20	3	1	1	3	2	3	4	3	3	3	3	2	2	2	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	1	2	1	 	 	 	 	1	 	 	 	 	0	1	2.33333333333333	2.75	2.4	3.66666666666667	3	1	1	1.75	2.33333333333333	1	3	3.5	2	4	.459640194724626	1.03215258825581	2	2	2	2	 	 	0	.836132097104571	.352863016700228	-.959129304864371	.223278376454315	6	1
